source,target,type
light_blue_harness,white_harness,minecraft:crafting_shapeless
yellow_harness,white_harness,minecraft:crafting_shapeless
lime_harness,white_harness,minecraft:crafting_shapeless
pink_harness,white_harness,minecraft:crafting_shapeless
gray_harness,white_harness,minecraft:crafting_shapeless
light_gray_harness,white_harness,minecraft:crafting_shapeless
cyan_harness,white_harness,minecraft:crafting_shapeless
purple_harness,white_harness,minecraft:crafting_shapeless
blue_harness,white_harness,minecraft:crafting_shapeless
brown_harness,white_harness,minecraft:crafting_shapeless
green_harness,white_harness,minecraft:crafting_shapeless
red_harness,white_harness,minecraft:crafting_shapeless
black_harness,white_harness,minecraft:crafting_shapeless
white_dye,white_wool,minecraft:crafting_shapeless
orange_wool,white_wool,minecraft:crafting_shapeless
magenta_wool,white_wool,minecraft:crafting_shapeless
light_blue_wool,white_wool,minecraft:crafting_shapeless
yellow_wool,white_wool,minecraft:crafting_shapeless
lime_wool,white_wool,minecraft:crafting_shapeless
pink_wool,white_wool,minecraft:crafting_shapeless
gray_wool,white_wool,minecraft:crafting_shapeless
light_gray_wool,white_wool,minecraft:crafting_shapeless
cyan_wool,white_wool,minecraft:crafting_shapeless
purple_wool,white_wool,minecraft:crafting_shapeless
blue_wool,white_wool,minecraft:crafting_shapeless
brown_wool,white_wool,minecraft:crafting_shapeless
green_wool,white_wool,minecraft:crafting_shapeless
red_wool,white_wool,minecraft:crafting_shapeless
black_wool,white_wool,minecraft:crafting_shapeless
yellow_dye,yellow_bed,minecraft:crafting_shapeless
white_bed,yellow_bed,minecraft:crafting_shapeless
orange_bed,yellow_bed,minecraft:crafting_shapeless
magenta_bed,yellow_bed,minecraft:crafting_shapeless
light_blue_bed,yellow_bed,minecraft:crafting_shapeless
lime_bed,yellow_bed,minecraft:crafting_shapeless
pink_bed,yellow_bed,minecraft:crafting_shapeless
gray_bed,yellow_bed,minecraft:crafting_shapeless
light_gray_bed,yellow_bed,minecraft:crafting_shapeless
cyan_bed,yellow_bed,minecraft:crafting_shapeless
purple_bed,yellow_bed,minecraft:crafting_shapeless
blue_bed,yellow_bed,minecraft:crafting_shapeless
brown_bed,yellow_bed,minecraft:crafting_shapeless
green_bed,yellow_bed,minecraft:crafting_shapeless
red_bed,yellow_bed,minecraft:crafting_shapeless
black_bed,yellow_bed,minecraft:crafting_shapeless
yellow_dye,yellow_carpet,minecraft:crafting_shapeless
white_carpet,yellow_carpet,minecraft:crafting_shapeless
orange_carpet,yellow_carpet,minecraft:crafting_shapeless
magenta_carpet,yellow_carpet,minecraft:crafting_shapeless
light_blue_carpet,yellow_carpet,minecraft:crafting_shapeless
lime_carpet,yellow_carpet,minecraft:crafting_shapeless
pink_carpet,yellow_carpet,minecraft:crafting_shapeless
gray_carpet,yellow_carpet,minecraft:crafting_shapeless
light_gray_carpet,yellow_carpet,minecraft:crafting_shapeless
cyan_carpet,yellow_carpet,minecraft:crafting_shapeless
purple_carpet,yellow_carpet,minecraft:crafting_shapeless
blue_carpet,yellow_carpet,minecraft:crafting_shapeless
brown_carpet,yellow_carpet,minecraft:crafting_shapeless
green_carpet,yellow_carpet,minecraft:crafting_shapeless
red_carpet,yellow_carpet,minecraft:crafting_shapeless
black_carpet,yellow_carpet,minecraft:crafting_shapeless
yellow_dye,yellow_harness,minecraft:crafting_shapeless
white_harness,yellow_harness,minecraft:crafting_shapeless
orange_harness,yellow_harness,minecraft:crafting_shapeless
magenta_harness,yellow_harness,minecraft:crafting_shapeless
light_blue_harness,yellow_harness,minecraft:crafting_shapeless
lime_harness,yellow_harness,minecraft:crafting_shapeless
pink_harness,yellow_harness,minecraft:crafting_shapeless
gray_harness,yellow_harness,minecraft:crafting_shapeless
light_gray_harness,yellow_harness,minecraft:crafting_shapeless
cyan_harness,yellow_harness,minecraft:crafting_shapeless
purple_harness,yellow_harness,minecraft:crafting_shapeless
blue_harness,yellow_harness,minecraft:crafting_shapeless
brown_harness,yellow_harness,minecraft:crafting_shapeless
green_harness,yellow_harness,minecraft:crafting_shapeless
red_harness,yellow_harness,minecraft:crafting_shapeless
black_harness,yellow_harness,minecraft:crafting_shapeless
yellow_dye,yellow_wool,minecraft:crafting_shapeless
white_wool,yellow_wool,minecraft:crafting_shapeless
orange_wool,yellow_wool,minecraft:crafting_shapeless
magenta_wool,yellow_wool,minecraft:crafting_shapeless
light_blue_wool,yellow_wool,minecraft:crafting_shapeless
lime_wool,yellow_wool,minecraft:crafting_shapeless
pink_wool,yellow_wool,minecraft:crafting_shapeless
gray_wool,yellow_wool,minecraft:crafting_shapeless
light_gray_wool,yellow_wool,minecraft:crafting_shapeless
cyan_wool,yellow_wool,minecraft:crafting_shapeless
purple_wool,yellow_wool,minecraft:crafting_shapeless
blue_wool,yellow_wool,minecraft:crafting_shapeless
brown_wool,yellow_wool,minecraft:crafting_shapeless
green_wool,yellow_wool,minecraft:crafting_shapeless
red_wool,yellow_wool,minecraft:crafting_shapeless
black_wool,yellow_wool,minecraft:crafting_shapeless
emerald_block,emerald,minecraft:crafting_shapeless
emerald,emerald_block,minecraft:crafting_shaped
deepslate_emerald_ore,emerald,minecraft:blasting
emerald_ore,emerald,minecraft:blasting
deepslate_emerald_ore,emerald,minecraft:smelting
emerald_ore,emerald,minecraft:smelting
obsidian,enchanting_table,minecraft:crafting_shaped
book,enchanting_table,minecraft:crafting_shaped
diamond,enchanting_table,minecraft:crafting_shaped
obsidian,ender_chest,minecraft:crafting_shaped
ender_eye,ender_chest,minecraft:crafting_shaped
ender_pearl,ender_eye,minecraft:crafting_shapeless
blaze_powder,ender_eye,minecraft:crafting_shapeless
ender_eye,end_crystal,minecraft:crafting_shaped
glass,end_crystal,minecraft:crafting_shaped
ghast_tear,end_crystal,minecraft:crafting_shaped
popped_chorus_fruit,end_rod,minecraft:crafting_shaped
blaze_rod,end_rod,minecraft:crafting_shaped
end_stone,end_stone_bricks,minecraft:crafting_shaped
end_stone,end_stone_bricks,minecraft:stonecutting
end_stone_bricks,end_stone_brick_slab,minecraft:crafting_shaped
end_stone_bricks,end_stone_brick_slab,minecraft:stonecutting
end_stone,end_stone_brick_slab,minecraft:stonecutting
end_stone_bricks,end_stone_brick_stairs,minecraft:crafting_shaped
end_stone_bricks,end_stone_brick_stairs,minecraft:stonecutting
end_stone,end_stone_brick_stairs,minecraft:stonecutting
end_stone_bricks,end_stone_brick_wall,minecraft:crafting_shaped
end_stone_bricks,end_stone_brick_wall,minecraft:stonecutting
end_stone,end_stone_brick_wall,minecraft:stonecutting
exposed_cut_copper_slab,exposed_chiseled_copper,minecraft:crafting_shaped
exposed_copper,exposed_chiseled_copper,minecraft:stonecutting
exposed_cut_copper,exposed_chiseled_copper,minecraft:stonecutting
blaze_rod,exposed_copper_bulb,minecraft:crafting_shaped
exposed_copper,exposed_copper_bulb,minecraft:crafting_shaped
redstone,exposed_copper_bulb,minecraft:crafting_shaped
exposed_copper,exposed_copper_grate,minecraft:crafting_shaped
exposed_copper,exposed_copper_grate,minecraft:stonecutting
exposed_copper,exposed_cut_copper,minecraft:crafting_shaped
exposed_copper,exposed_cut_copper,minecraft:stonecutting
exposed_cut_copper,exposed_cut_copper_slab,minecraft:crafting_shaped
exposed_copper,exposed_cut_copper_slab,minecraft:stonecutting
exposed_cut_copper,exposed_cut_copper_slab,minecraft:stonecutting
exposed_cut_copper,exposed_cut_copper_stairs,minecraft:crafting_shaped
exposed_copper,exposed_cut_copper_stairs,minecraft:stonecutting
exposed_cut_copper,exposed_cut_copper_stairs,minecraft:stonecutting
diamond,eye_armor_trim_smithing_template,minecraft:crafting_shaped
end_stone,eye_armor_trim_smithing_template,minecraft:crafting_shaped
eye_armor_trim_smithing_template,eye_armor_trim_smithing_template,minecraft:crafting_shaped
spider_eye,fermented_spider_eye,minecraft:crafting_shapeless
brown_mushroom,fermented_spider_eye,minecraft:crafting_shapeless
sugar,fermented_spider_eye,minecraft:crafting_shapeless
paper,field_masoned_banner_pattern,minecraft:crafting_shapeless
bricks,field_masoned_banner_pattern,minecraft:crafting_shapeless
gunpowder,firework_rocket,minecraft:crafting_shapeless
paper,firework_rocket,minecraft:crafting_shapeless
gunpowder,fire_charge,minecraft:crafting_shapeless
blaze_powder,fire_charge,minecraft:crafting_shapeless
coal,fire_charge,minecraft:crafting_shapeless
charcoal,fire_charge,minecraft:crafting_shapeless
stick,fishing_rod,minecraft:crafting_shaped
string,fishing_rod,minecraft:crafting_shaped
planks,fletching_table,minecraft:crafting_shaped
flint,fletching_table,minecraft:crafting_shaped
iron_ingot,flint_and_steel,minecraft:crafting_shapeless
flint,flint_and_steel,minecraft:crafting_shapeless
paper,flower_banner_pattern,minecraft:crafting_shapeless
oxeye_daisy,flower_banner_pattern,minecraft:crafting_shapeless
brick,flower_pot,minecraft:crafting_shaped
diamond,flow_armor_trim_smithing_template,minecraft:crafting_shaped
breeze_rod,flow_armor_trim_smithing_template,minecraft:crafting_shaped
flow_armor_trim_smithing_template,flow_armor_trim_smithing_template,minecraft:crafting_shaped
stone_crafting_materials,furnace,minecraft:crafting_shaped
furnace,furnace_minecart,minecraft:crafting_shapeless
minecart,furnace_minecart,minecraft:crafting_shapeless
smelts_to_glass,glass,minecraft:smelting
glass,glass_bottle,minecraft:crafting_shaped
glass,glass_pane,minecraft:crafting_shaped
gold_nugget,glistering_melon_slice,minecraft:crafting_shaped
melon_slice,glistering_melon_slice,minecraft:crafting_shaped
glowstone_dust,glowstone,minecraft:crafting_shaped
item_frame,glow_item_frame,minecraft:crafting_shapeless
glow_ink_sac,glow_item_frame,minecraft:crafting_shapeless
gold_ingot,golden_apple,minecraft:crafting_shaped
apple,golden_apple,minecraft:crafting_shaped
stick,golden_axe,minecraft:crafting_shaped
gold_tool_materials,golden_axe,minecraft:crafting_shaped
gold_ingot,golden_boots,minecraft:crafting_shaped
gold_nugget,golden_carrot,minecraft:crafting_shaped
carrot,golden_carrot,minecraft:crafting_shaped
gold_ingot,golden_chestplate,minecraft:crafting_shaped
gold_nugget,golden_dandelion,minecraft:crafting_shaped
dandelion,golden_dandelion,minecraft:crafting_shaped
gold_ingot,golden_helmet,minecraft:crafting_shaped
stick,golden_hoe,minecraft:crafting_shaped
gold_tool_materials,golden_hoe,minecraft:crafting_shaped
gold_ingot,golden_leggings,minecraft:crafting_shaped
stick,golden_pickaxe,minecraft:crafting_shaped
gold_tool_materials,golden_pickaxe,minecraft:crafting_shaped
stick,golden_shovel,minecraft:crafting_shaped
gold_tool_materials,golden_shovel,minecraft:crafting_shaped
stick,golden_spear,minecraft:crafting_shaped
gold_tool_materials,golden_spear,minecraft:crafting_shaped
stick,golden_sword,minecraft:crafting_shaped
gold_tool_materials,golden_sword,minecraft:crafting_shaped
gold_ingot,gold_block,minecraft:crafting_shaped
deepslate_gold_ore,gold_ingot,minecraft:blasting
gold_ore,gold_ingot,minecraft:blasting
nether_gold_ore,gold_ingot,minecraft:blasting
raw_gold,gold_ingot,minecraft:blasting
gold_block,gold_ingot,minecraft:crafting_shapeless
gold_nugget,gold_ingot,minecraft:crafting_shaped
deepslate_gold_ore,gold_ingot,minecraft:smelting
gold_ore,gold_ingot,minecraft:smelting
nether_gold_ore,gold_ingot,minecraft:smelting
raw_gold,gold_ingot,minecraft:smelting
gold_ingot,gold_nugget,minecraft:crafting_shapeless
golden_pickaxe,gold_nugget,minecraft:blasting
golden_shovel,gold_nugget,minecraft:blasting
golden_axe,gold_nugget,minecraft:blasting
golden_hoe,gold_nugget,minecraft:blasting
golden_sword,gold_nugget,minecraft:blasting
golden_spear,gold_nugget,minecraft:blasting
golden_helmet,gold_nugget,minecraft:blasting
golden_chestplate,gold_nugget,minecraft:blasting
golden_leggings,gold_nugget,minecraft:blasting
golden_boots,gold_nugget,minecraft:blasting
golden_horse_armor,gold_nugget,minecraft:blasting
golden_nautilus_armor,gold_nugget,minecraft:blasting
golden_pickaxe,gold_nugget,minecraft:smelting
golden_shovel,gold_nugget,minecraft:smelting
golden_axe,gold_nugget,minecraft:smelting
golden_hoe,gold_nugget,minecraft:smelting
golden_sword,gold_nugget,minecraft:smelting
golden_spear,gold_nugget,minecraft:smelting
golden_helmet,gold_nugget,minecraft:smelting
golden_chestplate,gold_nugget,minecraft:smelting
golden_leggings,gold_nugget,minecraft:smelting
golden_boots,gold_nugget,minecraft:smelting
golden_horse_armor,gold_nugget,minecraft:smelting
golden_nautilus_armor,gold_nugget,minecraft:smelting
diorite,granite,minecraft:crafting_shapeless
quartz,granite,minecraft:crafting_shapeless
granite,granite_slab,minecraft:crafting_shaped
granite,granite_slab,minecraft:stonecutting
granite,granite_stairs,minecraft:crafting_shaped
granite,granite_stairs,minecraft:stonecutting
granite,granite_wall,minecraft:crafting_shaped
granite,granite_wall,minecraft:stonecutting
gray_wool,gray_banner,minecraft:crafting_shaped
stick,gray_banner,minecraft:crafting_shaped
gray_wool,gray_bed,minecraft:crafting_shaped
planks,gray_bed,minecraft:crafting_shaped
candle,gray_candle,minecraft:crafting_shapeless
gray_dye,gray_candle,minecraft:crafting_shapeless
gray_wool,gray_carpet,minecraft:crafting_shaped
gray_dye,gray_concrete_powder,minecraft:crafting_shapeless
sand,gray_concrete_powder,minecraft:crafting_shapeless
gravel,gray_concrete_powder,minecraft:crafting_shapeless
black_dye,gray_dye,minecraft:crafting_shapeless
white_dye,gray_dye,minecraft:crafting_shapeless
closed_eyeblossom,gray_dye,minecraft:crafting_shapeless
gray_terracotta,gray_glazed_terracotta,minecraft:smelting
gray_wool,gray_harness,minecraft:crafting_shaped
glass,gray_harness,minecraft:crafting_shaped
leather,gray_harness,minecraft:crafting_shaped
glass,gray_stained_glass,minecraft:crafting_shaped
gray_dye,gray_stained_glass,minecraft:crafting_shaped
gray_stained_glass,gray_stained_glass_pane,minecraft:crafting_shaped
glass_pane,gray_stained_glass_pane,minecraft:crafting_shaped
gray_dye,gray_stained_glass_pane,minecraft:crafting_shaped
terracotta,gray_terracotta,minecraft:crafting_shaped
gray_dye,gray_terracotta,minecraft:crafting_shaped
green_wool,green_banner,minecraft:crafting_shaped
stick,green_banner,minecraft:crafting_shaped
green_wool,green_bed,minecraft:crafting_shaped
planks,green_bed,minecraft:crafting_shaped
candle,green_candle,minecraft:crafting_shapeless
green_dye,green_candle,minecraft:crafting_shapeless
green_wool,green_carpet,minecraft:crafting_shaped
green_dye,green_concrete_powder,minecraft:crafting_shapeless
sand,green_concrete_powder,minecraft:crafting_shapeless
gravel,green_concrete_powder,minecraft:crafting_shapeless
cactus,green_dye,minecraft:smelting
green_terracotta,green_glazed_terracotta,minecraft:smelting
green_wool,green_harness,minecraft:crafting_shaped
glass,green_harness,minecraft:crafting_shaped
leather,green_harness,minecraft:crafting_shaped
glass,green_stained_glass,minecraft:crafting_shaped
green_dye,green_stained_glass,minecraft:crafting_shaped
green_stained_glass,green_stained_glass_pane,minecraft:crafting_shaped
glass_pane,green_stained_glass_pane,minecraft:crafting_shaped
green_dye,green_stained_glass_pane,minecraft:crafting_shaped
terracotta,green_terracotta,minecraft:crafting_shaped
green_dye,green_terracotta,minecraft:crafting_shaped
planks,grindstone,minecraft:crafting_shaped
stone_slab,grindstone,minecraft:crafting_shaped
stick,grindstone,minecraft:crafting_shaped
wheat,hay_block,minecraft:crafting_shapeless
iron_ingot,heavy_weighted_pressure_plate,minecraft:crafting_shaped
honeycomb,honeycomb_block,minecraft:crafting_shaped
honey_bottle,honey_block,minecraft:crafting_shaped
honey_block,honey_bottle,minecraft:crafting_shapeless
glass_bottle,honey_bottle,minecraft:crafting_shapeless
chest,hopper,minecraft:crafting_shaped
iron_ingot,hopper,minecraft:crafting_shaped
hopper,hopper_minecart,minecraft:crafting_shapeless
minecart,hopper_minecart,minecraft:crafting_shapeless
diamond,host_armor_trim_smithing_template,minecraft:crafting_shaped
terracotta,host_armor_trim_smithing_template,minecraft:crafting_shaped
host_armor_trim_smithing_template,host_armor_trim_smithing_template,minecraft:crafting_shaped
stick,iron_axe,minecraft:crafting_shaped
iron_tool_materials,iron_axe,minecraft:crafting_shaped
iron_ingot,iron_bars,minecraft:crafting_shaped
iron_ingot,iron_block,minecraft:crafting_shaped
iron_ingot,iron_boots,minecraft:crafting_shaped
iron_ingot,iron_chain,minecraft:crafting_shaped
iron_nugget,iron_chain,minecraft:crafting_shaped
iron_ingot,iron_chestplate,minecraft:crafting_shaped
iron_ingot,iron_door,minecraft:crafting_shaped
iron_ingot,iron_helmet,minecraft:crafting_shaped
stick,iron_hoe,minecraft:crafting_shaped
iron_tool_materials,iron_hoe,minecraft:crafting_shaped
deepslate_iron_ore,iron_ingot,minecraft:blasting
iron_ore,iron_ingot,minecraft:blasting
raw_iron,iron_ingot,minecraft:blasting
iron_block,iron_ingot,minecraft:crafting_shapeless
iron_nugget,iron_ingot,minecraft:crafting_shaped
deepslate_iron_ore,iron_ingot,minecraft:smelting
iron_ore,iron_ingot,minecraft:smelting
raw_iron,iron_ingot,minecraft:smelting
iron_ingot,iron_leggings,minecraft:crafting_shaped
iron_ingot,iron_nugget,minecraft:crafting_shapeless
iron_pickaxe,iron_nugget,minecraft:blasting
iron_shovel,iron_nugget,minecraft:blasting
iron_axe,iron_nugget,minecraft:blasting
iron_hoe,iron_nugget,minecraft:blasting
iron_sword,iron_nugget,minecraft:blasting
iron_spear,iron_nugget,minecraft:blasting
iron_helmet,iron_nugget,minecraft:blasting
iron_chestplate,iron_nugget,minecraft:blasting
iron_leggings,iron_nugget,minecraft:blasting
iron_boots,iron_nugget,minecraft:blasting
iron_horse_armor,iron_nugget,minecraft:blasting
iron_nautilus_armor,iron_nugget,minecraft:blasting
chainmail_helmet,iron_nugget,minecraft:blasting
chainmail_chestplate,iron_nugget,minecraft:blasting
chainmail_leggings,iron_nugget,minecraft:blasting
chainmail_boots,iron_nugget,minecraft:blasting
iron_pickaxe,iron_nugget,minecraft:smelting
iron_shovel,iron_nugget,minecraft:smelting
iron_axe,iron_nugget,minecraft:smelting
iron_hoe,iron_nugget,minecraft:smelting
iron_sword,iron_nugget,minecraft:smelting
iron_spear,iron_nugget,minecraft:smelting
iron_helmet,iron_nugget,minecraft:smelting
iron_chestplate,iron_nugget,minecraft:smelting
iron_leggings,iron_nugget,minecraft:smelting
iron_boots,iron_nugget,minecraft:smelting
iron_horse_armor,iron_nugget,minecraft:smelting
chainmail_helmet,iron_nugget,minecraft:smelting
chainmail_chestplate,iron_nugget,minecraft:smelting
chainmail_leggings,iron_nugget,minecraft:smelting
chainmail_boots,iron_nugget,minecraft:smelting
iron_nautilus_armor,iron_nugget,minecraft:smelting
stick,iron_pickaxe,minecraft:crafting_shaped
iron_tool_materials,iron_pickaxe,minecraft:crafting_shaped
stick,iron_shovel,minecraft:crafting_shaped
iron_tool_materials,iron_shovel,minecraft:crafting_shaped
stick,iron_spear,minecraft:crafting_shaped
iron_tool_materials,iron_spear,minecraft:crafting_shaped
stick,iron_sword,minecraft:crafting_shaped
iron_tool_materials,iron_sword,minecraft:crafting_shaped
iron_ingot,iron_trapdoor,minecraft:crafting_shaped
stick,item_frame,minecraft:crafting_shaped
leather,item_frame,minecraft:crafting_shaped
carved_pumpkin,jack_o_lantern,minecraft:crafting_shaped
torch,jack_o_lantern,minecraft:crafting_shaped
planks,jukebox,minecraft:crafting_shaped
diamond,jukebox,minecraft:crafting_shaped
jungle_planks,jungle_boat,minecraft:crafting_shaped
jungle_planks,jungle_button,minecraft:crafting_shapeless
chest,jungle_chest_boat,minecraft:crafting_shapeless
jungle_boat,jungle_chest_boat,minecraft:crafting_shapeless
jungle_planks,jungle_door,minecraft:crafting_shaped
stick,jungle_fence,minecraft:crafting_shaped
jungle_planks,jungle_fence,minecraft:crafting_shaped
stick,jungle_fence_gate,minecraft:crafting_shaped
jungle_planks,jungle_fence_gate,minecraft:crafting_shaped
stripped_jungle_log,jungle_hanging_sign,minecraft:crafting_shaped
iron_chain,jungle_hanging_sign,minecraft:crafting_shaped
jungle_logs,jungle_planks,minecraft:crafting_shapeless
jungle_planks,jungle_pressure_plate,minecraft:crafting_shaped
stripped_jungle_log,jungle_shelf,minecraft:crafting_shaped
jungle_planks,jungle_sign,minecraft:crafting_shaped
stick,jungle_sign,minecraft:crafting_shaped
jungle_planks,jungle_slab,minecraft:crafting_shaped
jungle_planks,jungle_stairs,minecraft:crafting_shaped
jungle_planks,jungle_trapdoor,minecraft:crafting_shaped
jungle_log,jungle_wood,minecraft:crafting_shaped
stick,ladder,minecraft:crafting_shaped
torch,lantern,minecraft:crafting_shaped
iron_nugget,lantern,minecraft:crafting_shaped
lapis_lazuli,lapis_block,minecraft:crafting_shaped
lapis_block,lapis_lazuli,minecraft:crafting_shapeless
deepslate_lapis_ore,lapis_lazuli,minecraft:blasting
lapis_ore,lapis_lazuli,minecraft:blasting
deepslate_lapis_ore,lapis_lazuli,minecraft:smelting
lapis_ore,lapis_lazuli,minecraft:smelting
string,lead,minecraft:crafting_shaped
leaves,leaf_litter,minecraft:smelting
rabbit_hide,leather,minecraft:crafting_shaped
leather,leather_boots,minecraft:crafting_shaped
leather,leather_chestplate,minecraft:crafting_shaped
leather,leather_helmet,minecraft:crafting_shaped
leather,leather_horse_armor,minecraft:crafting_shaped
leather,leather_leggings,minecraft:crafting_shaped
bookshelf,lectern,minecraft:crafting_shaped
wooden_slabs,lectern,minecraft:crafting_shaped
cobblestone,lever,minecraft:crafting_shaped
stick,lever,minecraft:crafting_shaped
copper_ingot,lightning_rod,minecraft:crafting_shaped
light_blue_wool,light_blue_banner,minecraft:crafting_shaped
stick,light_blue_banner,minecraft:crafting_shaped
light_blue_wool,light_blue_bed,minecraft:crafting_shaped
planks,light_blue_bed,minecraft:crafting_shaped
candle,light_blue_candle,minecraft:crafting_shapeless
light_blue_dye,light_blue_candle,minecraft:crafting_shapeless
light_blue_wool,light_blue_carpet,minecraft:crafting_shaped
light_blue_dye,light_blue_concrete_powder,minecraft:crafting_shapeless
sand,light_blue_concrete_powder,minecraft:crafting_shapeless
gravel,light_blue_concrete_powder,minecraft:crafting_shapeless
blue_orchid,light_blue_dye,minecraft:crafting_shapeless
blue_dye,light_blue_dye,minecraft:crafting_shapeless
white_dye,light_blue_dye,minecraft:crafting_shapeless
light_blue_terracotta,light_blue_glazed_terracotta,minecraft:smelting
light_blue_wool,light_blue_harness,minecraft:crafting_shaped
glass,light_blue_harness,minecraft:crafting_shaped
leather,light_blue_harness,minecraft:crafting_shaped
glass,light_blue_stained_glass,minecraft:crafting_shaped
light_blue_dye,light_blue_stained_glass,minecraft:crafting_shaped
light_blue_stained_glass,light_blue_stained_glass_pane,minecraft:crafting_shaped
glass_pane,light_blue_stained_glass_pane,minecraft:crafting_shaped
light_blue_dye,light_blue_stained_glass_pane,minecraft:crafting_shaped
terracotta,light_blue_terracotta,minecraft:crafting_shaped
light_blue_dye,light_blue_terracotta,minecraft:crafting_shaped
light_gray_wool,light_gray_banner,minecraft:crafting_shaped
stick,light_gray_banner,minecraft:crafting_shaped
light_gray_wool,light_gray_bed,minecraft:crafting_shaped
planks,light_gray_bed,minecraft:crafting_shaped
candle,light_gray_candle,minecraft:crafting_shapeless
light_gray_dye,light_gray_candle,minecraft:crafting_shapeless
light_gray_wool,light_gray_carpet,minecraft:crafting_shaped
light_gray_dye,light_gray_concrete_powder,minecraft:crafting_shapeless
sand,light_gray_concrete_powder,minecraft:crafting_shapeless
gravel,light_gray_concrete_powder,minecraft:crafting_shapeless
azure_bluet,light_gray_dye,minecraft:crafting_shapeless
black_dye,light_gray_dye,minecraft:crafting_shapeless
white_dye,light_gray_dye,minecraft:crafting_shapeless
gray_dye,light_gray_dye,minecraft:crafting_shapeless
oxeye_daisy,light_gray_dye,minecraft:crafting_shapeless
white_tulip,light_gray_dye,minecraft:crafting_shapeless
light_gray_terracotta,light_gray_glazed_terracotta,minecraft:smelting
light_gray_wool,light_gray_harness,minecraft:crafting_shaped
glass,light_gray_harness,minecraft:crafting_shaped
leather,light_gray_harness,minecraft:crafting_shaped
glass,light_gray_stained_glass,minecraft:crafting_shaped
light_gray_dye,light_gray_stained_glass,minecraft:crafting_shaped
light_gray_stained_glass,light_gray_stained_glass_pane,minecraft:crafting_shaped
glass_pane,light_gray_stained_glass_pane,minecraft:crafting_shaped
light_gray_dye,light_gray_stained_glass_pane,minecraft:crafting_shaped
terracotta,light_gray_terracotta,minecraft:crafting_shaped
light_gray_dye,light_gray_terracotta,minecraft:crafting_shaped
gold_ingot,light_weighted_pressure_plate,minecraft:crafting_shaped
lime_wool,lime_banner,minecraft:crafting_shaped
stick,lime_banner,minecraft:crafting_shaped
lime_wool,lime_bed,minecraft:crafting_shaped
planks,lime_bed,minecraft:crafting_shaped
candle,lime_candle,minecraft:crafting_shapeless
lime_dye,lime_candle,minecraft:crafting_shapeless
lime_wool,lime_carpet,minecraft:crafting_shaped
lime_dye,lime_concrete_powder,minecraft:crafting_shapeless
sand,lime_concrete_powder,minecraft:crafting_shapeless
gravel,lime_concrete_powder,minecraft:crafting_shapeless
green_dye,lime_dye,minecraft:crafting_shapeless
white_dye,lime_dye,minecraft:crafting_shapeless
sea_pickle,lime_dye,minecraft:smelting
lime_terracotta,lime_glazed_terracotta,minecraft:smelting
lime_wool,lime_harness,minecraft:crafting_shaped
glass,lime_harness,minecraft:crafting_shaped
leather,lime_harness,minecraft:crafting_shaped
glass,lime_stained_glass,minecraft:crafting_shaped
lime_dye,lime_stained_glass,minecraft:crafting_shaped
lime_stained_glass,lime_stained_glass_pane,minecraft:crafting_shaped
glass_pane,lime_stained_glass_pane,minecraft:crafting_shaped
lime_dye,lime_stained_glass_pane,minecraft:crafting_shaped
terracotta,lime_terracotta,minecraft:crafting_shaped
lime_dye,lime_terracotta,minecraft:crafting_shaped
iron_ingot,lodestone,minecraft:crafting_shaped
chiseled_stone_bricks,lodestone,minecraft:crafting_shaped
planks,loom,minecraft:crafting_shaped
string,loom,minecraft:crafting_shaped
heavy_core,mace,minecraft:crafting_shaped
breeze_rod,mace,minecraft:crafting_shaped
magenta_wool,magenta_banner,minecraft:crafting_shaped
stick,magenta_banner,minecraft:crafting_shaped
magenta_wool,magenta_bed,minecraft:crafting_shaped
planks,magenta_bed,minecraft:crafting_shaped
candle,magenta_candle,minecraft:crafting_shapeless
magenta_dye,magenta_candle,minecraft:crafting_shapeless
magenta_wool,magenta_carpet,minecraft:crafting_shaped
magenta_dye,magenta_concrete_powder,minecraft:crafting_shapeless
sand,magenta_concrete_powder,minecraft:crafting_shapeless
gravel,magenta_concrete_powder,minecraft:crafting_shapeless
allium,magenta_dye,minecraft:crafting_shapeless
blue_dye,magenta_dye,minecraft:crafting_shapeless
red_dye,magenta_dye,minecraft:crafting_shapeless
pink_dye,magenta_dye,minecraft:crafting_shapeless
white_dye,magenta_dye,minecraft:crafting_shapeless
lilac,magenta_dye,minecraft:crafting_shapeless
purple_dye,magenta_dye,minecraft:crafting_shapeless
magenta_terracotta,magenta_glazed_terracotta,minecraft:smelting
magenta_wool,magenta_harness,minecraft:crafting_shaped
glass,magenta_harness,minecraft:crafting_shaped
leather,magenta_harness,minecraft:crafting_shaped
glass,magenta_stained_glass,minecraft:crafting_shaped
magenta_dye,magenta_stained_glass,minecraft:crafting_shaped
magenta_stained_glass,magenta_stained_glass_pane,minecraft:crafting_shaped
glass_pane,magenta_stained_glass_pane,minecraft:crafting_shaped
magenta_dye,magenta_stained_glass_pane,minecraft:crafting_shaped
terracotta,magenta_terracotta,minecraft:crafting_shaped
magenta_dye,magenta_terracotta,minecraft:crafting_shaped
magma_cream,magma_block,minecraft:crafting_shaped
blaze_powder,magma_cream,minecraft:crafting_shapeless
slime_ball,magma_cream,minecraft:crafting_shapeless
mangrove_planks,mangrove_boat,minecraft:crafting_shaped
mangrove_planks,mangrove_button,minecraft:crafting_shapeless
